info,question,best_guess_label,parent_label
handwritten,are skin cancer rates and warmer climate correlated,correlation,math
handwritten,what is the relationship between speed and gas mileage,correlation,math
handwritten,how related are education and poverty worldwide,correlation,math
handwritten,is there a correlation between bmi and muscle mass,correlation,math
handwritten,what relationship is there between exercise and heart health,correlation,math
handwritten,how strongly related are media consumption and political polarization,correlation,math
handwritten,correlation between cost of computers and transistor size,correlation,math
handwritten,who were the people who signed the declaration of independence,set_retrieval,retrieval
handwritten,what are the countries in NATO,set_retrieval,retrieval
handwritten,companies owned by google,set_retrieval,retrieval
handwritten,examples of famous mathematical problems,set_retrieval,retrieval
handwritten,all members of the royal family,set_retrieval,retrieval
handwritten,what books did stephen king write,set_retrieval,retrieval
handwritten,restaurants in evanston,set_retrieval,retrieval
handwritten,what is the median family income in Australia?,median,math
handwritten,how many members are there on the microsoft board of directors,counting,math
handwritten,number of stars within one lightyear,counting,math
handwritten,how many supreme court cases in 2021,counting,math
handwritten,how many different airlines are there,counting,math
handwritten,what is the number of manmade lakes in south carolina,counting,math
handwritten,kelloggs sells how many types of cereal,counting,math
handwritten,what is the count of chess openings for white,counting,math
handwritten,count of different dog breeds,counting,math
handwritten,are there more conservative or liberal news outlets,numeric_comparison,comparison
handwritten,who was john adams,definitional,definitional
handwritten,who was john adams's vice president,qualitative_property_retrieval,retrieval
handwritten,who was genghis khan,definitional,definitional
handwritten,who was marie curie,definitional,definitional
handwritten,how many more gold medals did USA win than Russia in 2012,mathematical_comparison,comparison
handwritten,how much less is a pound worth than a euro,mathematical_comparison,comparison
handwritten,how many fewer days in a lunar year than solar year,mathematical_comparison,comparison
handwritten,how much bigger is a division than a brigade,mathematical_comparison,comparison
handwritten,does American Airlines have more planes than Delta and by how much?,mathematical_comparison,comparison
handwritten,by how much is a cheetah faster than a human,mathematical_comparison,comparison
handwritten,how much stronger is concrete than brick,mathematical_comparison,comparison
handwritten,how much deadlier is hydrogen bomb than nuclear bomb,mathematical_comparison,comparison
handwritten,how many fewer people live in rochester today compared to 2000,mathematical_comparison,comparison
handwritten,compared to gas cars how much more expensive are electric vehicles,mathematical_comparison,comparison
handwritten,how much cheaper is a tiny house than a normal house,mathematical_comparison,comparison
